time,original,filtered,fitted
2.945,3.87719,3.80572,2.65832
2.946,4.10349,3.88617,2.65839
2.947,3.93645,3.89975,2.65845
2.948,4.23413,3.99008,2.65852
2.949,3.62464,3.89136,2.65858
2.95,3.57206,3.8051,2.65864
2.951,3.84819,3.81674,2.65871
2.952,3.16495,3.64066,2.65877
2.953,3.84151,3.69492,2.65883
2.954,3.6703,3.68827,2.6589
2.955,3.88689,3.74193,2.65896
2.956,3.91064,3.7875,2.65903
2.957,4.31865,3.931,2.65909
2.958,4.023,3.95585,2.65915
2.959,3.47252,3.82528,2.65922
2.96,3.72888,3.79923,2.65928
2.961,3.5218,3.72429,2.65935
2.962,3.67395,3.71069,2.65941
2.963,3.85483,3.74963,2.65947
2.964,3.51777,3.68699,2.65954
2.965,3.2787,3.57669,2.6596
2.966,3.72196,3.61593,2.65966
2.967,3.84385,3.67751,2.65973
2.968,4.07103,3.78382,2.65979
2.969,3.70324,3.76205,2.65986
2.97,3.43121,3.67267,2.65992
2.971,3.53206,3.63468,2.65998
2.972,3.36764,3.56254,2.66005
2.973,3.64457,3.5847,2.66011
2.974,3.09697,3.45294,2.66017
2.975,3.69842,3.51926,2.66024
2.976,3.82542,3.60197,2.6603
2.977,3.59394,3.5998,2.66037
2.978,3.62345,3.60619,2.66043
2.979,3.38984,3.54774,2.66049
2.98,3.42823,3.51546,2.66056
2.981,3.4613,3.50083,2.66062
2.982,3.91144,3.61176,2.66068
2.983,3.57183,3.60097,2.66075
2.984,3.39781,3.54609,2.66081
2.985,3.68714,3.58419,2.66088
2.986,3.38457,3.53026,2.66094
2.987,3.75549,3.59111,2.661
2.988,3.59825,3.59304,2.66107
2.989,3.62374,3.60133,2.66113
2.99,3.53995,3.58475,2.6612
2.991,3.56248,3.57874,2.66126
2.992,3.70797,3.61365,2.66132
2.993,3.49457,3.58148,2.66139
2.994,4.34661,3.78818,2.66145
2.995,2.8714,3.54051,2.66151
2.996,3.85057,3.62427,2.66158
2.997,3.30398,3.53774,2.66164
2.998,3.88043,3.63032,2.66171
2.999,3.53319,3.60408,2.66177
3,3.91032,3.68681,2.66183
3.001,3.45458,3.62408,2.6619
3.002,3.81406,3.6754,2.66196
3.003,3.23348,3.55601,2.66202
3.004,3.62635,3.57502,2.66209
3.005,3.58859,3.57868,2.66215
3.006,3.33334,3.5124,2.66222
3.007,3.19578,3.42686,2.66228
3.008,3.40909,3.42206,2.66234
3.009,3.30185,3.38959,2.66241
3.01,3.23725,3.34843,2.66247
3.011,3.14923,3.29462,2.66253
3.012,3.58891,3.37412,2.6626
3.013,3.52995,3.41622,2.66266
3.014,3.28107,3.37971,2.66273
3.015,3.61772,3.44401,2.66279
3.016,3.69674,3.51229,2.66285
3.017,3.29667,3.45404,2.66292
3.018,3.72311,3.52673,2.66298
3.019,3.66425,3.56388,2.66305
3.02,3.49993,3.54661,2.66311
3.021,3.40534,3.50844,2.66317
3.022,3.37257,3.47173,2.66324
3.023,3.85128,3.57427,2.6633
3.024,3.40036,3.52729,2.66336
3.025,3.16054,3.42821,2.66343
3.026,3.47665,3.44129,2.66349
3.027,3.34641,3.41566,2.66356
3.028,3.51191,3.44166,2.66362
3.029,3.9798,3.58704,2.66368
3.03,3.32834,3.51715,2.66375
3.031,3.23773,3.44167,2.66381
3.032,3.06903,3.341,2.66387
3.033,4.23047,3.58129,2.66394
3.034,3.37803,3.52638,2.664
3.035,3.79324,3.59847,2.66407
3.036,3.30828,3.52008,2.66413
3.037,3.145,3.41875,2.66419
3.038,3.47646,3.43434,2.66426
3.039,3.13997,3.35481,2.66432
3.04,3.52041,3.39955,2.66438
3.041,3.95839,3.55052,2.66445
3.042,3.53459,3.54622,2.66451
3.043,3.69562,3.58658,2.66458
3.044,3.51886,3.56829,2.66464
3.045,3.58015,3.57149,2.6647
3.046,3.12709,3.45143,2.66477
3.047,3.21895,3.38863,2.66483
3.048,3.35198,3.37873,2.6649
3.049,3.75363,3.48001,2.66496
3.05,3.64183,3.52373,2.66502
3.051,3.17642,3.4299,2.66509
3.052,3.14568,3.35312,2.66515
3.053,3.43239,3.37453,2.66521
3.054,3.2018,3.32787,2.66528
3.055,3.32491,3.32707,2.66534
3.056,3.47044,3.3658,2.66541
3.057,2.97723,3.26083,2.66547
3.058,3.44411,3.31034,2.66553
3.059,3.12864,3.26125,2.6656
3.06,3.49457,3.32429,2.66566
3.061,2.86149,3.19926,2.66572
3.062,3.31942,3.23172,2.66579
3.063,3.10919,3.19862,2.66585
3.064,3.24309,3.21063,2.66592
3.065,3.34081,3.2458,2.66598
3.066,3.53138,3.32295,2.66604
3.067,3.27909,3.3111,2.66611
3.068,3.31113,3.31111,2.66617
3.069,2.90314,3.20089,2.66623
3.07,3.02231,3.15265,2.6663
3.071,3.00732,3.11339,2.66636
3.072,3.34296,3.17541,2.66643
3.073,3.18701,3.17854,2.66649
3.074,3.0247,3.13698,2.66655
3.075,2.78984,3.0432,2.66662
3.076,2.9799,3.0261,2.66668
3.077,3.18421,3.06881,2.66675
3.078,2.98508,3.04619,2.66681
3.079,3.40946,3.14433,2.66687
3.08,3.1391,3.14292,2.66694
3.081,3.18495,3.15427,2.667
3.082,3.1592,3.1556,2.66706
3.083,3.57342,3.26848,2.66713
3.084,3.2598,3.26614,2.66719
3.085,3.10774,3.22334,2.66726
3.086,3.34615,3.25652,2.66732
3.087,3.10162,3.21467,2.66738
3.088,3.22111,3.21641,2.66745
3.089,2.83858,3.11434,2.66751
3.09,3.73944,3.28321,2.66757
3.091,3.31801,3.29261,2.66764
3.092,3.07002,3.23248,2.6677
3.093,2.55569,3.04964,2.66777
3.094,3.05993,3.05242,2.66783
3.095,2.93925,3.02185,2.66789
3.096,3.10871,3.04532,2.66796
3.097,3.42573,3.14809,2.66802
3.098,2.6292,3.00791,2.66808
3.099,2.99713,3.005,2.66815
3.1,3.0538,3.01818,2.66821
3.101,2.802,2.95978,2.66828
3.102,3.13248,3.00644,2.66834
3.103,2.81094,2.95362,2.6684
3.104,3.35327,3.06159,2.66847
3.105,2.99315,3.0431,2.66853
3.106,2.93059,3.0127,2.6686
3.107,2.78224,2.95044,2.66866
3.108,3.08938,2.98798,2.66872
3.109,3.20079,3.04547,2.66879
3.11,3.62812,3.20288,2.66885
3.111,2.8061,3.09569,2.66891
3.112,2.94352,3.05458,2.66898
3.113,2.61079,2.93469,2.66904
3.114,3.15052,2.99299,2.66911
3.115,2.93962,2.97858,2.66917
3.116,3.59917,3.14623,2.66923
3.117,3.33392,3.19694,2.6693
3.118,2.97996,3.13832,2.66936
3.119,3.22468,3.16165,2.66942
3.12,2.93159,3.0995,2.66949
3.121,3.14365,3.11143,2.66955
3.122,3.26684,3.15341,2.66962
3.123,3.06715,3.13011,2.66968
3.124,3.08169,3.11703,2.66974
3.125,3.38842,3.19034,2.66981
3.126,3.07066,3.15801,2.66987
3.127,3.26347,3.1865,2.66993
3.128,3.22978,3.19819,2.67
3.129,2.9272,3.12498,2.67006
3.13,3.09018,3.11558,2.67013
3.131,2.63465,2.98565,2.67019
3.132,3.09504,3.01521,2.67025
3.133,2.93388,2.99324,2.67032
3.134,2.87082,2.96016,2.67038
3.135,2.50342,2.83677,2.67045
3.136,2.88872,2.85081,2.67051
3.137,2.88208,2.85926,2.67057
3.138,2.76806,2.83462,2.67064
3.139,2.74284,2.80982,2.6707
3.14,3.0253,2.86803,2.67076
3.141,2.62069,2.80121,2.67083
3.142,3.1661,2.89979,2.67089
3.143,3.1784,2.97506,2.67096
3.144,2.72785,2.90827,2.67102
3.145,3.22419,2.99362,2.67108
3.146,2.90197,2.96886,2.67115
3.147,2.73088,2.90457,2.67121
3.148,2.90355,2.90429,2.67127
3.149,2.58126,2.81702,2.67134
3.15,2.96808,2.85783,2.6714
3.151,2.97222,2.88874,2.67147
3.152,2.54571,2.79607,2.67153
3.153,3.01015,2.8539,2.67159
3.154,2.91918,2.87154,2.67166
3.155,3.21263,2.96369,2.67172
3.156,2.70111,2.89275,2.67178
3.157,3.3224,3.00882,2.67185
3.158,3.0041,3.00755,2.67191
3.159,2.62011,2.90288,2.67198
3.16,2.87864,2.89633,2.67204
3.161,2.54383,2.8011,2.6721
3.162,2.55516,2.73466,2.67217
3.163,3.02321,2.81261,2.67223
3.164,2.84799,2.82217,2.6723
3.165,2.94003,2.85401,2.67236
3.166,2.57189,2.77779,2.67242
3.167,2.79116,2.78141,2.67249
3.168,3.03759,2.85062,2.67255
3.169,2.89914,2.86372,2.67261
3.17,2.8387,2.85696,2.67268
3.171,2.97385,2.88854,2.67274
3.172,2.72102,2.84328,2.67281
3.173,2.83153,2.84011,2.67287
3.174,2.85053,2.84293,2.67293
3.175,2.40964,2.72587,2.673
3.176,3.03772,2.81012,2.67306
3.177,2.93958,2.84509,2.67312
3.178,2.43962,2.73555,2.67319
3.179,2.6037,2.69993,2.67325
3.18,3.34885,2.87524,2.67332
3.181,2.98772,2.90563,2.67338
3.182,3.09586,2.95702,2.67344
3.183,2.75165,2.90154,2.67351
3.184,3.05379,2.94267,2.67357
3.185,2.73579,2.88678,2.67363
3.186,3.1033,2.94527,2.6737
3.187,2.76797,2.89737,2.67376
3.188,3.09444,2.95061,2.67383
3.189,2.87901,2.93127,2.67389
3.19,3.05152,2.96375,2.67395
3.191,2.44647,2.82401,2.67402
3.192,2.6018,2.76398,2.67408
3.193,3.18573,2.87792,2.67414
3.194,2.96307,2.90092,2.67421
3.195,2.57521,2.81293,2.67427
3.196,2.78665,2.80583,2.67434
3.197,2.88861,2.82819,2.6744
3.198,2.69986,2.79352,2.67446
3.199,2.98006,2.84392,2.67453
3.2,2.84555,2.84436,2.67459
3.201,2.77437,2.82545,2.67466
3.202,2.53311,2.74647,2.67472
3.203,2.69683,2.73306,2.67478
3.204,2.18662,2.58544,2.67485
3.205,2.48932,2.55947,2.67491
3.206,2.45682,2.53174,2.67497
3.207,2.59685,2.54933,2.67504
3.208,2.8342,2.62629,2.6751
3.209,2.44805,2.57814,2.67517
3.21,2.49502,2.55568,2.67523
3.211,2.71892,2.59978,2.67529
3.212,2.64935,2.61317,2.67536
3.213,2.7655,2.65432,2.67542
3.214,3.13131,2.78318,2.67548
3.215,2.61284,2.73717,2.67555
3.216,2.47877,2.66736,2.67561
3.217,2.72513,2.68297,2.67568
3.218,3.02009,2.77404,2.67574
3.219,2.92056,2.81363,2.6758
3.22,2.55537,2.74386,2.67587
3.221,1.72409,2.46836,2.67593
3.222,2.48811,2.4737,2.67599
3.223,2.64384,2.51966,2.67606
3.224,2.29442,2.45881,2.67612
3.225,2.59888,2.49665,2.67619
3.226,2.79719,2.57784,2.67625
3.227,2.72951,2.61882,2.67631
3.228,2.34024,2.54356,2.67638
3.229,2.58413,2.55452,2.67644
3.23,2.42421,2.51932,2.67651
3.231,2.39865,2.48672,2.67657
3.232,2.66877,2.5359,2.67663
3.233,2.60719,2.55516,2.6767
3.234,2.71881,2.59937,2.67676
3.235,2.77773,2.64755,2.67682
3.236,2.35846,2.56945,2.67689
3.237,2.59827,2.57724,2.67695
3.238,2.45464,2.54412,2.67702
3.239,2.34926,2.49148,2.67708
3.24,2.4355,2.47635,2.67714
3.241,2.65307,2.52409,2.67721
3.242,2.38642,2.4869,2.67727
3.243,2.52804,2.49802,2.67733
3.244,2.30758,2.44657,2.6774
3.245,2.47333,2.4538,2.67746
3.246,2.93291,2.58323,2.67753
3.247,2.28926,2.50382,2.67759
3.248,2.46411,2.49309,2.67765
3.249,2.74454,2.56102,2.67772
3.25,2.55321,2.55891,2.67778
3.251,2.43611,2.52573,2.67784
3.252,2.39142,2.48945,2.67791
3.253,2.77205,2.5658,2.67797
3.254,2.80783,2.63118,2.67804
3.255,2.06846,2.47916,2.6781
3.256,2.55565,2.49983,2.67816
3.257,2.69277,2.55195,2.67823
3.258,2.59099,2.5625,2.67829
3.259,2.52674,2.55284,2.67836
3.26,2.82574,2.62656,2.67842
3.261,2.31689,2.5429,2.67848
3.262,2.80772,2.61445,2.67855
3.263,2.54481,2.59563,2.67861
3.264,2.78202,2.64599,2.67867
3.265,2.24983,2.53896,2.67874
3.266,3.23967,2.72826,2.6788
3.267,2.81891,2.75275,2.67887
3.268,2.67861,2.73272,2.67893
3.269,2.64401,2.70876,2.67899
3.27,2.60306,2.6802,2.67906
3.271,2.54692,2.64419,2.67912
3.272,2.34992,2.56469,2.67918
3.273,2.27188,2.48559,2.67925
3.274,2.46082,2.4789,2.67931
3.275,2.25895,2.41948,2.67938
3.276,2.80123,2.52261,2.67944
3.277,2.21226,2.43877,2.6795
3.278,2.89137,2.56104,2.67957
3.279,2.31964,2.49583,2.67963
3.28,2.63038,2.53218,2.67969
3.281,2.5517,2.53745,2.67976
3.282,2.77217,2.60086,2.67982
3.283,2.63255,2.60942,2.67989
3.284,2.50478,2.58115,2.67995
3.285,1.79158,2.36785,2.68001
3.286,2.68614,2.45383,2.68008
3.287,2.48143,2.46129,2.68014
3.288,2.51521,2.47586,2.68021
3.289,2.52608,2.48942,2.68027
3.29,2.46357,2.48244,2.68033
3.291,2.09429,2.37758,2.6804
3.292,3.05177,2.55972,2.68046
3.293,2.08113,2.43042,2.68052
3.294,2.23092,2.37653,2.68059
3.295,2.85774,2.50653,2.68065
3.296,2.58546,2.52785,2.68072
3.297,2.07159,2.40459,2.68078
3.298,2.40388,2.4044,2.68084
3.299,2.80934,2.51379,2.68091
3.3,2.49361,2.50834,2.68097
3.301,2.6437,2.54491,2.68103
3.302,2.37475,2.49894,2.6811
3.303,2.27783,2.4392,2.68116
3.304,2.30594,2.4032,2.68123
3.305,2.30592,2.37692,2.68129
3.306,2.44823,2.39618,2.68135
3.307,1.63286,2.18997,2.68142
3.308,2.36798,2.23806,2.68148
3.309,2.6858,2.35902,2.68154
3.31,2.0904,2.28645,2.68161
3.311,1.86145,2.17163,2.68167
3.312,2.24309,2.19094,2.68174
3.313,2.43134,2.25588,2.6818
3.314,2.39547,2.29359,2.68186
3.315,2.38735,2.31892,2.68193
3.316,2.37941,2.33526,2.68199
3.317,2.38846,2.34963,2.68206
3.318,2.46901,2.38189,2.68212
3.319,2.49149,2.4115,2.68218
3.32,2.2797,2.37589,2.68225
3.321,1.97701,2.26813,2.68231
3.322,2.52264,2.33689,2.68237
3.323,2.28398,2.3226,2.68244
3.324,2.89695,2.47776,2.6825
3.325,1.69224,2.26555,2.68257
3.326,2.28163,2.26989,2.68263
3.327,2.24449,2.26303,2.68269
3.328,2.40419,2.30116,2.68276
3.329,2.74623,2.4214,2.68282
3.33,2.38892,2.41263,2.68288
3.331,2.05879,2.31703,2.68295
3.332,2.11858,2.26342,2.68301
3.333,2.28096,2.26816,2.68308
3.334,2.17131,2.242,2.68314
3.335,2.01991,2.182,2.6832
3.336,2.10434,2.16102,2.68327
3.337,2.3657,2.21631,2.68333
3.338,2.21655,2.21638,2.68339
3.339,2.15883,2.20083,2.68346
3.34,2.48224,2.27685,2.68352
3.341,2.22952,2.26407,2.68359
3.342,2.35345,2.28822,2.68365
3.343,2.26248,2.28126,2.68371
3.344,2.2671,2.27744,2.68378
3.345,2.56866,2.35611,2.68384
3.346,1.97237,2.25244,2.68391
3.347,2.13918,2.22184,2.68397
3.348,2.53805,2.30727,2.68403
3.349,2.20096,2.27855,2.6841
3.35,1.84785,2.16219,2.68416
3.351,2.48792,2.25019,2.68422
3.352,2.28311,2.25908,2.68429
3.353,2.19409,2.24153,2.68435
3.354,1.64281,2.07978,2.68442
3.355,2.22595,2.11927,2.68448
3.356,2.23212,2.14975,2.68454
3.357,2.16133,2.15288,2.68461
3.358,2.32083,2.19825,2.68467
3.359,2.19535,2.19747,2.68473
3.36,1.95925,2.13311,2.6848
3.361,1.90689,2.072,2.68486
3.362,2.52694,2.1949,2.68493
3.363,1.92373,2.12164,2.68499
3.364,2.44309,2.20848,2.68505
3.365,2.22116,2.21191,2.68512
3.366,1.50158,2.02001,2.68518
3.367,2.27225,2.08815,2.68524
3.368,2.07515,2.08464,2.68531
3.369,1.91232,2.03809,2.68537
3.37,2.53776,2.17308,2.68544
3.371,2.22742,2.18776,2.6855
3.372,2.41727,2.24976,2.68556
3.373,2.11758,2.21405,2.68563
3.374,2.3011,2.23757,2.68569
3.375,2.14288,2.21199,2.68576
3.376,2.06981,2.17358,2.68582
3.377,1.95413,2.11429,2.68588
3.378,2.17578,2.1309,2.68595
3.379,2.12851,2.13026,2.68601
3.38,2.43177,2.21171,2.68607
3.381,2.36318,2.25263,2.68614
3.382,2.1807,2.2332,2.6862
3.383,2.43475,2.28765,2.68627
3.384,2.42816,2.32561,2.68633
3.385,1.90364,2.21161,2.68639
3.386,1.91767,2.1322,2.68646
3.387,2.51507,2.23563,2.68652
3.388,1.92477,2.15165,2.68658
3.389,2.07011,2.12962,2.68665
3.39,2.04399,2.10649,2.68671
3.391,1.90544,2.05217,2.68678
3.392,2.00293,2.03887,2.68684
3.393,2.04475,2.04046,2.6869
3.394,2.23905,2.09411,2.68697
3.395,2.00773,2.07077,2.68703
3.396,2.0989,2.07837,2.68709
3.397,2.10899,2.08664,2.68716
3.398,2.23593,2.12697,2.68722
3.399,2.01606,2.09701,2.68729
3.4,1.96708,2.06191,2.68735
3.401,1.87299,2.01087,2.68741
3.402,1.84071,1.9649,2.68748
3.403,2.13793,2.01164,2.68754
3.404,1.77095,1.94662,2.68761
3.405,2.23487,2.02449,2.68767
3.406,1.75851,1.95263,2.68773
3.407,1.7038,1.88541,2.6878
3.408,2.33186,2.00602,2.68786
3.409,1.6692,1.91503,2.68792
3.41,2.00336,1.93889,2.68799
3.411,2.27523,2.02975,2.68805
3.412,2.01318,2.02528,2.68812
3.413,1.85459,1.97917,2.68818
3.414,2.27151,2.05814,2.68824
3.415,2.1499,2.08293,2.68831
3.416,2.57344,2.21545,2.68837
3.417,1.98563,2.15336,2.68843
3.418,2.15473,2.15373,2.6885
3.419,2.03809,2.12249,2.68856
3.42,2.14775,2.12931,2.68863
3.421,2.13784,2.13162,2.68869
3.422,1.77369,2.03492,2.68875
3.423,1.76809,1.96283,2.68882
3.424,1.86979,1.9377,2.68888
3.425,2.01675,1.95905,2.68894
3.426,1.79293,1.91417,2.68901
3.427,2.18436,1.98717,2.68907
3.428,1.90359,1.96459,2.68914
3.429,2.15841,2.01695,2.6892
3.43,2.10839,2.04165,2.68926
3.431,1.61846,1.92732,2.68933
3.432,1.57534,1.83223,2.68939
3.433,1.87448,1.84365,2.68946
3.434,2.09968,1.91282,2.68952
3.435,2.1245,1.97,2.68958
3.436,2.25473,2.04692,2.68965
3.437,1.86169,1.99688,2.68971
3.438,1.79365,1.94198,2.68977
3.439,2.08821,1.98148,2.68984
3.44,1.96007,1.9757,2.6899
3.441,2.05155,1.99619,2.68997
3.442,1.93552,1.9798,2.69003
3.443,2.06485,2.00278,2.69009
3.444,1.75672,1.9363,2.69016
3.445,1.98914,1.95058,2.69022
3.446,1.58945,1.85302,2.69028
3.447,2.12983,1.9278,2.69035
3.448,1.46789,1.80355,2.69041
3.449,1.75756,1.79113,2.69048
3.45,1.90366,1.82153,2.69054
3.451,1.85733,1.8312,2.6906
3.452,2.03982,1.88756,2.69067
3.453,1.96775,1.90923,2.69073
3.454,1.60521,1.82709,2.69079
3.455,1.80517,1.82117,2.69086
3.456,2.03312,1.87843,2.69092
3.457,1.2707,1.71425,2.69099
3.458,1.98048,1.78617,2.69105
3.459,1.82144,1.7957,2.69111
3.46,2.12617,1.88498,2.69118
3.461,1.90558,1.89054,2.69124
3.462,1.68133,1.83402,2.6913
3.463,1.82553,1.83173,2.69137
3.464,1.70171,1.7966,2.69143
3.465,1.97559,1.84496,2.6915
3.466,2.32115,1.97361,2.69156
3.467,1.76242,1.91655,2.69162
3.468,2.25458,2.00787,2.69169
3.469,1.56234,1.88751,2.69175
3.47,1.72815,1.84446,2.69182
3.471,1.99057,1.88393,2.69188
3.472,1.61552,1.81142,2.69194
3.473,2.17403,1.90938,2.69201
3.474,2.06112,1.95037,2.69207
3.475,1.44258,1.81319,2.69213
3.476,2.09675,1.8898,2.6922
3.477,1.97603,1.91309,2.69226
3.478,2.04996,1.95007,2.69233
3.479,2.09917,1.99035,2.69239
3.48,2.3463,2.08651,2.69245
3.481,1.82292,2.0153,2.69252
3.482,1.38376,1.84469,2.69258
3.483,1.62109,1.78428,2.69264
3.484,1.90239,1.81619,2.69271
3.485,1.35786,1.69237,2.69277
3.486,1.96289,1.76545,2.69284
3.487,1.96607,1.81965,2.6929
3.488,1.93735,1.85145,2.69296
3.489,1.43835,1.73985,2.69303
3.49,1.3797,1.64255,2.69309
3.491,1.74869,1.67122,2.69315
3.492,1.80065,1.70619,2.69322
3.493,1.28282,1.59181,2.69328
3.494,1.68296,1.61644,2.69335
3.495,2.3733,1.82091,2.69341
3.496,1.77385,1.80819,2.69347
3.497,1.61382,1.75568,2.69354
3.498,1.278,1.62663,2.6936
3.499,1.17784,1.50539,2.69367
3.5,1.94179,1.62329,2.69373
3.501,1.44283,1.57453,2.69379
3.502,1.64696,1.5941,2.69386
3.503,2.06244,1.72062,2.69392
3.504,1.577,1.68182,2.69398
3.505,1.65213,1.6738,2.69405
3.506,1.17739,1.53969,2.69411
3.507,1.51752,1.5337,2.69418
3.508,1.83025,1.61382,2.69424
3.509,1.5373,1.59315,2.6943
3.51,1.6224,1.60105,2.69437
3.511,1.80064,1.65497,2.69443
3.512,1.80832,1.6964,2.69449
3.513,1.16779,1.55359,2.69456
3.514,1.46594,1.52991,2.69462
3.515,1.7672,1.59401,2.69469
3.516,1.57603,1.58916,2.69475
3.517,1.01643,1.43443,2.69481
3.518,1.50881,1.45453,2.69488
3.519,1.47436,1.45989,2.69494
3.52,1.79924,1.55157,2.695
3.521,1.45049,1.52426,2.69507
3.522,1.72957,1.57973,2.69513
3.523,1.67415,1.60524,2.6952
3.524,0.997387,1.44102,2.69526
3.525,1.36822,1.42135,2.69532
3.526,1.58321,1.46508,2.69539
3.527,1.64335,1.51324,2.69545
3.528,1.53948,1.52033,2.69552
3.529,1.68605,1.5651,2.69558
3.53,1.72186,1.60745,2.69564
3.531,1.46157,1.56804,2.69571
3.532,1.40844,1.52492,2.69577
3.533,2.29459,1.73285,2.69583
3.534,1.61302,1.70048,2.6959
3.535,1.26459,1.58272,2.69596
3.536,1.41422,1.5372,2.69603
3.537,1.70385,1.58222,2.69609
3.538,1.50881,1.56239,2.69615
3.539,1.79593,1.62548,2.69622
3.54,1.56902,1.61023,2.69628
3.541,1.69193,1.6323,2.69634
3.542,1.54353,1.60832,2.69641
3.543,1.70553,1.63458,2.69647
3.544,1.90617,1.70795,2.69654
3.545,1.50228,1.65239,2.6966
3.546,1.47385,1.60416,2.69666
3.547,1.4891,1.57307,2.69673
3.548,1.75104,1.62115,2.69679
3.549,1.17272,1.50001,2.69685
3.55,1.68882,1.55102,2.69692
3.551,1.30993,1.48589,2.69698
3.552,1.2069,1.41052,2.69705
3.553,1.47621,1.42826,2.69711
3.554,1.52428,1.4542,2.69717
3.555,1.7024,1.52126,2.69724
3.556,1.55123,1.52935,2.6973
3.557,1.84177,1.61375,2.69737
3.558,1.41841,1.56098,2.69743
3.559,1.86415,1.64288,2.69749
3.56,1.63083,1.63963,2.69756
3.561,1.69707,1.65515,2.69762
3.562,1.5679,1.63158,2.69768
3.563,1.31425,1.54585,2.69775
3.564,1.75095,1.60126,2.69781
3.565,1.62783,1.60843,2.69788
3.566,1.74178,1.64446,2.69794
3.567,1.03411,1.47957,2.698
3.568,1.03606,1.35975,2.69807
3.569,1.48064,1.39241,2.69813
3.57,1.62248,1.45456,2.69819
3.571,1.7556,1.53589,2.69826
3.572,1.7253,1.58706,2.69832
3.573,1.51011,1.56627,2.69839
3.574,1.52411,1.55488,2.69845
3.575,1.24683,1.47166,2.69851
3.576,1.19822,1.39779,2.69858
3.577,1.42702,1.40569,2.69864
3.578,1.67957,1.47968,2.6987
3.579,1.05757,1.36564,2.69877
3.58,1.76399,1.47326,2.69883
3.581,1.10289,1.3732,2.6989
3.582,1.56369,1.42466,2.69896
3.583,1.63406,1.48123,2.69902
3.584,1.68602,1.53656,2.69909
3.585,1.26736,1.46383,2.69915
3.586,1.42835,1.45425,2.69922
3.587,1.26456,1.403,2.69928
3.588,2.24303,1.62994,2.69934
3.589,1.72393,1.65533,2.69941
3.59,1.756,1.68253,2.69947
3.591,1.56977,1.65207,2.69953
3.592,1.75126,1.67886,2.6996
3.593,1.85441,1.72629,2.69966
3.594,0.895363,1.50181,2.69973
3.595,1.85753,1.59791,2.69979
3.596,1.642,1.60982,2.69985
3.597,1.89828,1.68775,2.69992
3.598,1.80968,1.72069,2.69998
3.599,1.55547,1.67606,2.70004
3.6,1.61741,1.66021,2.70011
3.601,1.77876,1.69224,2.70017
3.602,1.03303,1.51415,2.70024
3.603,1.51433,1.5142,2.7003
3.604,1.60706,1.53928,2.70036
3.605,1.58395,1.55135,2.70043
3.606,1.07894,1.42373,2.70049
3.607,1.57511,1.46462,2.70055
3.608,1.56716,1.49233,2.70062
3.609,1.70751,1.55046,2.70068
3.61,1.55208,1.5509,2.70075
3.611,1.25493,1.47094,2.70081
3.612,1.64051,1.51675,2.70087
3.613,1.28174,1.45326,2.70094
3.614,1.56789,1.48423,2.701
3.615,1.69166,1.54027,2.70107
3.616,1.43296,1.51128,2.70113
3.617,1.68925,1.55936,2.70119
3.618,1.21473,1.46625,2.70126
3.619,1.28256,1.41663,2.70132
3.62,1.33518,1.39462,2.70138
3.621,1.94267,1.54268,2.70145
3.622,0.744974,1.32718,2.70151
3.623,1.01393,1.24255,2.70158
3.624,1.5659,1.32991,2.70164
3.625,1.06611,1.25864,2.7017
3.626,1.46114,1.31335,2.70177
3.627,1.60616,1.39245,2.70183
3.628,1.41472,1.39847,2.70189
3.629,0.981571,1.28584,2.70196
3.63,1.6646,1.38817,2.70202
3.631,1.26373,1.35455,2.70209
3.632,1.40166,1.36728,2.70215
3.633,0.766041,1.20485,2.70221
3.634,1.29963,1.23046,2.70228
3.635,1.30024,1.24931,2.70234
3.636,1.5076,1.31909,2.7024
3.637,1.65418,1.40962,2.70247
3.638,1.43443,1.41632,2.70253
3.639,1.57941,1.46038,2.7026
3.64,1.23424,1.39929,2.70266
3.641,1.56153,1.44312,2.70272
3.642,1.23367,1.38653,2.70279
3.643,1.4502,1.40373,2.70285
3.644,1.51295,1.43324,2.70292
3.645,1.20381,1.37126,2.70298
3.646,1.33349,1.36105,2.70304
3.647,0.990845,1.26104,2.70311
3.648,1.7294,1.38757,2.70317
3.649,1.04461,1.29492,2.70323
3.65,1.22005,1.27469,2.7033
3.651,0.933385,1.18249,2.70336
3.652,1.41736,1.24594,2.70343
3.653,1.22214,1.23951,2.70349
3.654,1.16464,1.21928,2.70355
3.655,1.54081,1.30614,2.70362
3.656,1.04414,1.23536,2.70368
3.657,0.950009,1.15827,2.70374
3.658,1.35376,1.21108,2.70381
3.659,1.56958,1.30793,2.70387
3.66,0.935281,1.20726,2.70394
3.661,1.5226,1.29245,2.704
3.662,1.06282,1.23042,2.70406
3.663,1.5285,1.31095,2.70413
3.664,1.33544,1.31756,2.70419
3.665,1.41188,1.34304,2.70425
3.666,1.40193,1.35895,2.70432
3.667,0.918143,1.23986,2.70438
3.668,0.937311,1.15813,2.70445
3.669,0.954066,1.103,2.70451
3.67,1.12757,1.10964,2.70457
3.671,1.164,1.12433,2.70464
3.672,1.35763,1.18735,2.7047
3.673,1.44484,1.25691,2.70477
3.674,1.33752,1.27869,2.70483
3.675,1.30706,1.28636,2.70489
3.676,1.55505,1.35894,2.70496
3.677,1.47535,1.39039,2.70502
3.678,1.13296,1.32084,2.70508
3.679,1.20813,1.29039,2.70515
3.68,0.988103,1.20873,2.70521
3.681,0.951961,1.13936,2.70528
